###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58693.346447 -20.642  0.652   -20   13 c  0   0.97 266.37407 -29.31596  3772.37  5760.18 2.50 2.29  42.9 -0.422 19.45 21.19 02a58693o0238c
58695.378356  13.055  0.001 21783   26 o  0 19649.56 266.37407 -29.31596  7259.40   893.34 3.30 2.93 -10.1 -0.433 18.83 20.54 01a58695o0291o
58695.383765  12.183  0.001 48615   29 o  0 35840.21 266.37407 -29.31596  7278.63   930.65 4.08 3.57 -17.4 -0.416 18.71 20.51 01a58695o0302o
58695.387481  13.446  0.002 15195   30 o  0 5604.16 266.37407 -29.31596  7219.00   853.75 3.54 3.10  -8.3 -0.421 18.76 20.51 01a58695o0310o
58695.401243  12.454  0.001 37881   34 o  0 26708.92 266.37407 -29.31596  7206.02   972.62 3.75 3.25  -9.3 -0.404 18.87 20.51 01a58695o0339o
58699.396157  12.643  0.001 31820   31 o  0 42990.67 266.37407 -29.31596  5282.15  1019.20 4.13 3.49 -14.7 -0.405 18.80 20.67 01a58699o0020o
58699.400321  12.877  0.001 25650   28 o  0 34768.04 266.37407 -29.31596  5304.12  1057.71 4.09 3.38 -11.6 -0.403 18.80 20.63 01a58699o0029o
58699.405987  11.757  0.000 71980   21 o  0 33852.15 266.37407 -29.31596  5244.04   981.03 4.76 4.04 -13.8 -0.361 18.62 20.61 01a58699o0041o
58699.420717  12.625  0.001 32369   37 o  0 21160.09 266.37407 -29.31596  5226.96  1098.30 4.13 3.62  -5.1 -0.387 18.71 20.56 01a58699o0071o
58703.374450  12.343  0.001 41949   45 o  0 28737.36 266.37407 -29.31596  5277.25  1018.57 3.78 3.17  -9.7 -0.415 18.65 19.94 01a58703o0055o
58703.378174  13.043  0.001 22025   30 o  0 10607.67 266.37407 -29.31596  5298.96  1056.68 4.26 3.53  -9.5 -0.394 18.60 19.93 01a58703o0063o
58703.384643 -20.851  2.208   -17   37 o  0  14.35 266.37407 -29.31596  5238.81   979.94 3.62 3.06 -10.7 -0.423 18.62 19.91 01a58703o0077o
58703.394445  20.340  1.151    27   31 o  0  17.99 266.37407 -29.31596  5221.73  1097.18 3.54 2.98 -13.2 -0.433 18.59 19.87 01a58703o0098o
58709.349314 -19.681  2.199   -49  107 c  0   1.24 266.37407 -29.31596  6184.84  3915.70 2.88 2.46  45.6 -0.408 16.90 17.79 02a58709o0262c
58709.350714  18.327  0.586   170   99 c  0   1.24 266.37407 -29.31596  6165.74  3876.31 2.83 2.44  44.5 -0.400 17.05 17.85 02a58709o0265c
58709.354152 -18.761  0.617  -114   70 c  0   0.95 266.37407 -29.31596  6223.89  3954.56 2.78 2.44  48.7 -0.392 17.58 18.30 02a58709o0272c
58709.363515  19.971  2.610    37   97 c  0   1.27 266.37407 -29.31596  6243.31  3837.83 2.70 2.42  46.9 -0.391 17.22 17.94 02a58709o0292c
58711.360707 -19.619  0.845   -52   44 o  0   3.47 266.37407 -29.31596   825.84  3185.59 3.49 3.18 -16.4 -0.469 17.72 19.36 01a58711o0300o
58711.363933  17.966  0.192   236   45 o  0   5.59 266.37407 -29.31596   846.11  3222.91 3.37 3.03 -17.9 -0.462 17.76 19.33 01a58711o0307o
58711.370125  19.492  0.814    58   47 o  0   2.74 266.37407 -29.31596   784.64  3147.08 3.43 3.07 -14.9 -0.467 17.70 19.30 01a58711o0320o
58711.380322 -19.804  1.231   -44   54 o  0   1.22 266.37407 -29.31596   768.69  3263.73 3.43 3.09 -15.3 -0.471 17.70 19.21 01a58711o0342o
58713.333278 -22.260  6.432    -4   29 o  0   0.76 266.37407 -29.31596  6182.35  3915.36 2.51 1.88  41.8 -0.444 18.70 19.68 02a58713o0176o
58713.336504 -21.655  3.038    -8   24 o  0   1.10 266.37407 -29.31596  6163.46  3876.77 2.47 1.88  43.1 -0.441 18.69 19.66 02a58713o0183o
58713.342005 -19.868  0.601   -41   25 o  0   0.92 266.37407 -29.31596  6222.05  3955.11 2.41 1.89  46.8 -0.439 18.65 19.63 02a58713o0195o
58713.354037 -19.922  0.623   -39   24 o  0   1.82 266.37407 -29.31596  6242.51  3838.96 2.46 1.98  46.4 -0.434 18.62 19.57 02a58713o0221o
58715.314166  12.179  0.001 48787   36 o  0 29186.15 266.37407 -29.31596  8638.18  8846.50 4.11 3.44   1.8 -0.423 18.60 20.44 01a58715o0203o
58715.317388  12.739  0.001 29122   28 o  0 14450.96 266.37407 -29.31596  8658.01  8885.22 3.98 3.39   0.9 -0.431 18.63 20.39 01a58715o0210o
58715.322945  17.001  0.071   575   41 o  0  28.09 266.37407 -29.31596  8599.71  8806.52 4.63 3.93  -0.8 -0.389 18.45 20.23 01a58715o0222o
58715.334958  17.409  0.086   395   34 o  0  27.61 266.37407 -29.31596  8582.87  8923.89 3.76 3.70   1.4 -0.446 18.45 20.00 01a58715o0248o
58717.292296  16.845  0.110   664   73 o  0 133.09 266.37407 -29.31596  1221.30  9705.47 2.27 2.08 -55.1 -0.515 19.11 20.45 02a58717o0155o
58717.295543 -19.798  0.667   -44   29 o  0   9.70 266.37407 -29.31596  1198.67  9663.46 2.22 2.08 -62.3 -0.521 19.12 20.45 02a58717o0162o
58717.301742  17.749  0.205   289   59 o  0  55.76 266.37407 -29.31596  1258.20  9742.89 2.26 2.11 -64.0 -0.518 19.09 20.48 02a58717o0175o
58717.311732 -18.451  0.488  -151   74 o  0  24.97 266.37407 -29.31596  1280.26  9627.39 2.33 2.13 -64.2 -0.512 19.08 20.44 02a58717o0196o
58721.322755  13.692  0.001 12115   14 c  0 26608.11 266.37407 -29.31596  1227.86  9702.31 2.74 2.66  50.0 -0.443 19.26 21.01 02a58721o0216c
58721.325662  13.964  0.002  9430   19 c  0 8165.57 266.37407 -29.31596  1208.75  9663.25 2.90 2.69 -52.4 -0.453 19.20 21.00 02a58721o0222c
58721.331037  13.554  0.001 13752   16 c  0 21794.87 266.37407 -29.31596  1268.28  9742.58 3.09 2.89 -57.4 -0.427 19.10 20.96 02a58721o0233c
58721.342785  13.271  0.002 17853   42 c  0 5424.03 266.37407 -29.31596  1288.50  9626.51 2.95 2.84  60.6 -0.421 18.02 19.70 02a58721o0257c
58723.340310 -22.460  3.981    -4   15 o  0   0.65 266.37407 -29.31596  2981.89  4934.47 2.03 1.85  82.5 -0.468 19.01 20.68 01a58723o0211o
58723.343164  21.197  1.218    12   15 o  0   0.99 266.37407 -29.31596  3007.98  4973.84 1.91 1.84   4.0 -0.434 19.04 20.71 01a58723o0217o
58723.348906 -23.548 11.222    -1   16 o  0   0.64 266.37407 -29.31596  2949.20  4897.35 2.09 1.96   8.2 -0.423 19.01 20.65 01a58723o0229o
58725.311820  18.745  0.700   115   81 c  0   0.87 266.37407 -29.31596  9531.64  5513.31 2.75 2.63  74.9 -0.406 17.68 19.35 02a58725o0176c
58725.315030  17.772  0.498   283  141 c  0   1.05 266.37407 -29.31596  9512.69  5476.21 2.89 2.77 -80.0 -0.384 17.00 18.63 02a58725o0183c
58725.320354 -15.965  0.457 -1492  682 c  0   2.47 266.37407 -29.31596  9572.38  5551.99 2.87 2.80  37.3 -0.404 15.54 17.03 02a58725o0194c
58725.333057  16.518  0.330   897  296 c  0   0.89 266.37407 -29.31596  9596.45  5436.38 2.98 2.85  44.9 -0.389 16.60 18.21 02a58725o0207c
58729.284303  20.023  0.576    36   20 c  0   0.49 266.37407 -29.31596  9534.43  5512.79 2.73 2.53  60.1 -0.406 18.92 20.86 02a58729o0154c
58729.287556 -21.614  2.283    -8   19 c  0   1.35 266.37407 -29.31596  9514.34  5474.47 2.66 2.52  69.2 -0.399 18.92 20.85 02a58729o0161c
58729.294943 -21.396  1.928   -10   19 c  0   1.12 266.37407 -29.31596  9573.54  5552.32 2.68 2.52  81.2 -0.405 18.84 20.80 02a58729o0177c
58729.305070  21.507  2.250     9   20 c  0   2.73 266.37407 -29.31596  9593.19  5437.91 2.80 2.65  71.7 -0.388 18.95 20.93 02a58729o0199c
58735.270275 -21.378 10.000   -10  102 o  0   1.55 266.37407 -29.31596 10387.07  6851.63 2.23 2.15  74.2 -0.431 17.28 17.11 01a58735o0089o
58735.280972  19.477  1.473    59   87 o  0   1.61 266.37407 -29.31596 10346.51  6813.60 2.22 1.95  84.8 -0.452 17.11 16.85 01a58735o0112o
58735.291141   0.000  0.000     0    0 o  0    nan 266.37407 -29.31596 10325.12  6929.91  nan 1.89  42.6 -0.629 16.02 15.65 01a58735o0133o
58737.286363 -17.780  0.240  -281   67 o  0  46.28 266.37407 -29.31596  7194.37  9431.25 2.65 2.13  54.0 -0.409 17.55 18.55 02a58737o0168o
58737.289564 -18.801  0.755  -110   83 o  0   3.48 266.37407 -29.31596  7175.05  9392.73 2.66 2.10  49.5 -0.411 17.94 18.62 02a58737o0175o
58737.295149 -18.405  0.302  -158   48 o  0   4.16 266.37407 -29.31596  7233.96  9473.05 2.59 2.09  52.8 -0.430 18.02 18.75 02a58737o0187o
58737.306394  18.001  0.396   229   91 o  0   6.30 266.37407 -29.31596  7253.52  9357.21 2.57 2.05  49.7 -0.413 18.02 18.77 02a58737o0211o
58741.287262  18.698  0.335   120   40 o  0   1.53 266.37407 -29.31596  5648.41  5750.26 2.55 1.90  42.9 -0.422 18.44 19.13 02a58741o0151o
58741.290598  19.536  0.612    56   34 o  0   1.87 266.37407 -29.31596  5629.63  5715.12 2.67 1.94  40.3 -0.415 18.37 19.12 02a58741o0158o
58741.296236 -19.860  0.960   -41   40 o  0   0.60 266.37407 -29.31596  5688.51  5790.60 2.67 1.96  43.0 -0.429 18.34 19.09 02a58741o0170o
58741.306465 -20.800  2.175   -17   38 o  0   0.67 266.37407 -29.31596  5708.21  5675.20 2.49 1.89  42.0 -0.432 18.29 18.99 02a58741o0192o
58745.280892 -19.896  0.796   -40   32 o  0   5.38 266.37407 -29.31596  5649.97  5751.77 2.74 1.97  43.2 -0.449 18.81 20.13 02a58745o0160o
58745.290791  21.348  2.585    10   27 o  0  15.57 266.37407 -29.31596  5632.12  5709.08 2.78 2.01  41.6 -0.443 18.90 20.08 02a58745o0180o
58745.293695 -19.403  0.518   -63   33 o  0   1.49 266.37407 -29.31596  5691.95  5786.42 2.77 2.09  41.2 -0.444 18.82 20.06 02a58745o0186o
58745.301510 -20.549  1.178   -22   26 o  0   0.88 266.37407 -29.31596  5712.35  5672.16 2.62 1.98  42.2 -0.435 18.86 20.06 02a58745o0202o
58749.260884  20.836  1.336    17   22 c  0   0.58 266.37407 -29.31596    69.22  1690.69 2.47 2.30 -82.7 -0.425 19.21 20.77 02a58749o0119c
58749.263997 -22.974 10.529    -2   25 c  0   1.08 266.37407 -29.31596    47.46  1652.09 2.50 2.37 -85.4 -0.424 19.21 20.78 02a58749o0125c
58749.272885  19.881  0.385    40   16 c  0   0.97 266.37407 -29.31596   110.06  1732.03 2.48 2.27 -72.2 -0.433 19.21 20.78 02a58749o0142c
58749.276957  20.099  0.524    33   17 c  0   0.64 266.37407 -29.31596  9930.65  1711.54 2.49 2.19 -57.0 -0.429 19.10 20.74 02a58749o0150c
58749.281145  22.377  4.121     4   17 c  0   1.08 266.37407 -29.31596  9911.95  1675.85 2.59 2.27 -56.7 -0.423 19.09 20.74 02a58749o0158c
58749.284856 -23.774 15.750    -1   18 c  0   0.86 266.37407 -29.31596   130.49  1614.88 2.47 2.29 -87.2 -0.429 19.13 20.78 02a58749o0165c
58749.286851 -21.028  1.073   -14   15 c  0   1.72 266.37407 -29.31596  9970.22  1752.76 2.61 2.30 -53.4 -0.429 19.09 20.72 02a58749o0169c
58749.300164 -20.203  0.456   -30   14 c  0   1.34 266.37407 -29.31596  9991.80  1637.27 2.60 2.19 -54.6 -0.431 19.05 20.66 02a58749o0194c
58751.240887  20.565  0.920    22   20 o  0   0.49 266.37407 -29.31596  4783.38  2873.27 1.95 1.74  -7.3 -0.437 19.05 20.28 01a58751o0098o
58751.244111 -20.378  0.571   -26   15 o  0   1.04 266.37407 -29.31596  4803.58  2911.85 2.01 1.81  -2.7 -0.428 19.06 20.27 01a58751o0105o
58751.254242 -20.841  1.722   -17   29 o  0   0.47 266.37407 -29.31596  4743.94  2835.34 2.12 1.92 -13.2 -0.419 18.96 20.22 01a58751o0126o
58751.259921 -20.905  0.929   -16   15 o  0   1.05 266.37407 -29.31596  4726.88  2951.64 2.21 1.98 -10.8 -0.409 18.90 20.18 01a58751o0138o
58753.212368  19.158  0.672    79   53 c  0   0.89 266.37407 -29.31596    67.26  1689.84 2.39 2.30  77.1 -0.427 18.17 18.98 02a58753o0034c
58753.217417 -20.523  1.534   -22   34 c  0   0.80 266.37407 -29.31596    47.35  1649.93 2.32 2.23  85.2 -0.432 18.93 20.06 02a58753o0045c
58753.220173  21.918  2.680     6   17 c  0   0.80 266.37407 -29.31596   106.97  1730.50 2.40 2.30  68.1 -0.426 19.10 20.37 02a58753o0051c
58753.232224  20.976  0.897    15   13 c  0   1.03 266.37407 -29.31596   125.75  1615.98 2.44 2.27  56.0 -0.431 19.18 20.68 02a58753o0077c
58753.233595  21.100  1.035    13   14 c  0   1.28 266.37407 -29.31596  9930.14  1708.79 2.58 2.26 -61.5 -0.424 19.17 20.81 02a58753o0080c
58753.236353  21.866  2.345     6   15 c  0   0.82 266.37407 -29.31596  9910.72  1673.37 2.59 2.32 -62.6 -0.417 19.17 20.81 02a58753o0086c
58753.241879  20.651  0.791    20   16 c  0   0.70 266.37407 -29.31596  9968.34  1749.52 2.48 2.36 -74.9 -0.419 19.20 20.82 02a58753o0098c
58753.251554 -20.840  1.035   -17   17 c  0   1.00 266.37407 -29.31596  9992.23  1630.24 2.68 2.20 -58.1 -0.429 19.13 20.81 02a58753o0119c
58763.212802  20.866  1.815    16   30 o  0   0.92 266.37407 -29.31596  9071.90  5093.93 2.00 1.86  18.9 -0.403 18.49 18.64 01a58763o0044o
58763.215663 -20.343  0.805   -26   21 o  0   1.92 266.37407 -29.31596  9094.62  5133.12 1.99 1.87  18.0 -0.411 18.53 18.78 01a58763o0050o
58763.222734 -20.234  1.003   -29   29 o  0   0.79 266.37407 -29.31596  9035.74  5055.11 1.93 1.83  71.0 -0.429 18.55 18.89 01a58763o0065o
58763.233058  20.439  1.152    24   28 o  0   0.72 266.37407 -29.31596  9015.94  5172.29 1.93 1.85  48.4 -0.425 18.57 18.90 01a58763o0086o
58765.228654 -18.709  0.527  -119   63 o  0  11.80 266.37407 -29.31596  7726.48  7574.60 2.79 1.98  41.7 -0.410 18.27 19.19 02a58765o0062o
58765.231931 -18.469  0.301  -149   45 o  0   1.44 266.37407 -29.31596  7707.98  7535.74 2.63 1.96  42.6 -0.415 18.19 19.16 02a58765o0069o
58765.237095  13.955  0.005  9507   43 o  0 2631.71 266.37407 -29.31596  7767.56  7616.00 2.65 1.97  40.9 -0.419 18.27 19.13 02a58765o0080o
58765.248063 -17.796  0.286  -276   79 o  0   2.47 266.37407 -29.31596  7790.44  7498.49 2.70 1.99  43.4 -0.412 18.24 19.00 02a58765o0103o
58769.200959  18.786  0.961   111  107 o  0   0.73 266.37407 -29.31596  7719.73  7538.78 2.52 2.10  44.7 -0.427 17.55 17.88 02a58769o0029o
58769.206549  19.153  0.788    79   62 o  0   1.57 266.37407 -29.31596  7775.98  7612.26 2.81 2.50  44.1 -0.549 17.99 18.72 02a58769o0041o
58769.216859 -19.153  1.101   -79   87 o  0   0.56 266.37407 -29.31596  7796.99  7498.20 2.75 2.33  45.6 -0.413 17.86 18.67 02a58769o0063o
58771.209032  21.870  5.165     6   34 o  0   0.29 266.37407 -29.31596  6705.84  8957.04 1.98 1.81 -87.3 -0.421 18.59 19.15 01a58771o0056o
58771.211864 -20.661  1.507   -20   30 o  0   0.58 266.37407 -29.31596  6724.73  8997.07 2.18 1.99 -80.2 -0.400 18.53 19.19 01a58771o0062o
58771.219073  19.575  0.546    54   29 o  0   0.79 266.37407 -29.31596  6662.48  8918.10 2.21 1.83 -80.5 -0.414 18.57 19.07 01a58771o0076o
58771.231321  21.128  2.599    13   33 o  0   0.55 266.37407 -29.31596  6645.41  9037.16 1.95 1.73 -87.6 -0.432 18.44 18.84 01a58771o0101o
58775.193438  16.966  0.531   594  315 o  0   3.20 266.37407 -29.31596  6698.07  8958.99 2.24 2.14  88.9 -0.404 16.17 15.98 01a58775o0003o
58775.196682 -16.369  0.336 -1029  346 o  0   1.63 266.37407 -29.31596  6723.34  8997.88 2.46 2.23  13.1 -0.344 16.22 16.22 01a58775o0010o
58775.201885 -21.865  5.489    -6   36 o  0   1.61 266.37407 -29.31596  6666.43  8921.10 2.26 2.16  84.1 -0.414 18.25 18.77 01a58775o0021o
58775.212119 -22.031  5.317    -6   30 o  0   0.45 266.37407 -29.31596  6648.94  9037.57 2.02 1.89  84.0 -0.423 18.63 19.44 01a58775o0043o
58903.632810  21.334  1.923    11   20 o  0   1.15 266.37407 -29.31596  5237.04  9526.86 2.75 2.36 -85.9 -0.394 18.70 20.18 01a58903o0896o
58903.636119 -20.896  1.239   -16   20 o  0   0.74 266.37407 -29.31596  5217.09  9489.23 2.51 2.17 -82.0 -0.402 18.71 20.21 01a58903o0903o
58903.642618  21.353  2.410    10   25 o  0   0.65 266.37407 -29.31596  5278.51  9567.96 2.66 2.29 -81.6 -0.390 18.56 20.19 01a58903o0917o
58903.649154  19.774  0.505    45   23 o  0   0.74 266.37407 -29.31596  5299.63  9451.78 2.80 2.41 -85.1 -0.396 18.69 20.12 01a58903o0931o
58905.629932 -22.553  3.895    -4   14 c  0   1.28 266.37407 -29.31596  6748.70  2770.74 2.85 2.70  42.1 -0.389 19.17 20.94 02a58905o0312c
58905.631423 -21.663  2.049    -8   16 c  0   0.96 266.37407 -29.31596  6768.46  2810.05 2.96 2.73  35.8 -0.394 19.18 20.94 02a58905o0315c
58905.638874 -21.912  2.677    -6   17 c  0   0.70 266.37407 -29.31596  6708.51  2736.11 3.00 2.85  51.6 -0.402 19.10 20.95 02a58905o0330c
58905.641540  20.414  0.546    25   14 c  0   0.91 266.37407 -29.31596  6685.73  2852.77 2.72 2.55  38.2 -0.404 19.25 20.96 02a58905o0335c
58911.612781 -21.679  2.618    -8   20 o  0   0.74 266.37407 -29.31596  9700.30  7443.87 2.60 2.32   8.5 -0.396 18.51 20.51 01a58911o0667o
58911.616001  20.833  1.330    17   22 o  0   0.77 266.37407 -29.31596  9681.76  7406.40 2.89 2.79  28.8 -0.391 18.22 20.51 01a58911o0674o
58911.623827  24.083 27.333     1   23 o  0   0.58 266.37407 -29.31596  9741.39  7480.36 2.92 2.67  81.8 -0.353 18.34 20.56 01a58911o0690o
58911.634912  20.824  1.119    17   19 o  0   0.78 266.37407 -29.31596  9766.63  7365.96 2.29 2.14   8.6 -0.399 18.50 20.63 01a58911o0713o
58913.664722 -21.018  7.243   -14  103 c  0   1.10 266.37407 -29.31596  4309.87  6716.23 2.43 2.39  -8.8 -0.439 17.19 18.11 02a58913o0438c
58915.628018  18.057  0.244   217   53 o  0   3.78 266.37407 -29.31596  1995.33  1662.43 2.85 2.62  -0.3 -0.353 17.81 18.73 01a58915o0857o
58915.631315 -20.484  1.513   -23   35 o  0   0.94 266.37407 -29.31596  1977.83  1622.92 3.52 2.51  -1.0 -0.324 18.20 19.46 01a58915o0864o
58915.641469  20.759  1.971    18   36 o  0   1.51 266.37407 -29.31596  2032.83  1702.36 3.02 2.44   1.6 -0.352 18.32 19.73 01a58915o0885o
58915.647517  21.442  2.123    10   20 o  0   1.03 266.37407 -29.31596  2052.97  1587.11 2.80 2.29   2.2 -0.376 18.74 20.26 01a58915o0897o
58915.659025  21.301  2.676    11   29 o  0   1.10 266.37407 -29.31596  2018.27  1645.84 2.97 2.34  -1.5 -0.344 18.40 19.04 01a58915o0921o
58917.599462 -20.087  1.124   -34   38 o  0   1.44 266.37407 -29.31596  9333.86   845.60 2.34 1.96 -58.6 -0.496 17.96 18.29 02a58917o0790o
58917.602573 -19.365  0.546   -65   36 o  0   2.29 266.37407 -29.31596  9350.99   885.71 2.02 1.70 -56.6 -0.540 18.13 18.34 02a58917o0796o
58917.608288 -19.525  0.590   -56   33 o  0   1.20 266.37407 -29.31596  9294.60   805.72 2.05 1.66 -57.0 -0.526 18.20 18.36 02a58917o0808o
58917.618152  20.739  1.845    18   34 o  0   1.54 266.37407 -29.31596  9274.74   922.79 2.07 1.77 -54.7 -0.538 18.26 18.46 02a58917o0829o
58917.653068  21.151  3.246    13   41 o  0   0.90 266.37407 -29.31596  9315.44   863.24 2.12 1.72 -59.6 -0.526 18.26 18.58 02a58917o0903o
58919.548930 -19.985  1.089   -37   40 o  0   1.02 266.37407 -29.31596  1994.26  1652.36 2.91 2.43   4.9 -0.329 18.15 18.62 01a58919o0698o
58919.551766  19.553  0.688    55   38 o  0   1.39 266.37407 -29.31596  1975.11  1613.33 2.95 2.49   5.0 -0.333 18.20 18.65 01a58919o0704o
58919.556932 -19.214  0.542   -75   41 o  0   1.30 266.37407 -29.31596  2032.77  1693.39 2.77 2.31   0.9 -0.344 18.28 18.71 01a58919o0715o
58919.567586 -23.557 24.000    -1   33 o  0   1.17 266.37407 -29.31596  2050.07  1577.05 2.59 2.15  -2.5 -0.367 18.37 18.81 01a58919o0738o
58927.622481  21.090  1.721    13   23 o  0   0.60 266.37407 -29.31596  7605.64  5634.63 2.43 2.05  -1.8 -0.378 18.89 20.35 01a58927o0441o
58927.626736  19.422  0.278    62   17 o  0   1.24 266.37407 -29.31596  7586.73  5595.22 2.61 2.12   1.4 -0.367 18.86 20.33 01a58927o0449o
58927.632372  21.163  1.667    12   21 o  0   0.71 266.37407 -29.31596  7639.83  5670.71 2.28 2.20  56.7 -0.395 18.81 20.31 01a58927o0460o
58927.635658  20.227  0.610    30   18 o  0   1.26 266.37407 -29.31596  7664.88  5557.09 2.29 2.26  66.8 -0.401 18.92 20.30 01a58927o0467o
58941.634853  23.914 15.250     1   15 c  0   0.98 266.37407 -29.31596  5626.04  5745.54 2.47 2.20  36.8 -0.423 19.27 20.76 02a58941o0809c
58941.637145 -20.460  0.733   -24   17 c  0   0.79 266.37407 -29.31596  5605.11  5709.59 2.71 2.20  35.7 -0.403 19.23 20.62 02a58941o0814c
58941.638059 -19.988  0.533   -37   20 c  0   0.52 266.37407 -29.31596  5663.43  5787.19 2.56 2.20  37.2 -0.416 19.16 20.54 02a58941o0816c
58941.640409  20.662  1.040    20   20 c  0   0.91 266.37407 -29.31596  5682.69  5669.46 2.69 2.22  36.3 -0.402 18.97 20.26 02a58941o0821c
58943.597270  21.384  3.083    10   31 o  0   0.83 266.37407 -29.31596  2158.64  3612.64 2.09 1.85  -3.2 -0.407 18.46 19.58 01a58943o0299o
58943.600501  20.230  0.781    29   23 o  0   1.51 266.37407 -29.31596  2139.44  3574.40 1.99 1.79  -2.8 -0.417 18.53 19.64 01a58943o0306o
58943.610440 -20.861  1.815   -16   30 o  0   0.86 266.37407 -29.31596  2195.06  3653.30 1.99 1.91  39.9 -0.422 18.44 19.56 01a58943o0326o
58943.620422 -19.774 15.921   -45  712 o  0   0.29 266.37407 -29.31596  8370.48  7010.96 2.22 1.99 -88.9 -0.404 16.62 17.56 01a58943o0347o
58947.511572  19.925  1.262    39   49 o  0   1.37 266.37407 -29.31596  5771.67  7685.58 2.77 2.44   3.6 -0.366 17.61 17.99 01a58947o0515o
58947.517241 -24.313 71.200    -1   49 o  0   1.48 266.37407 -29.31596  5749.48  7645.35 2.69 2.32   7.7 -0.369 17.68 18.03 01a58947o0526o
58947.520924  19.835  1.258    42   53 o  0   1.04 266.37407 -29.31596  5812.41  7724.51 2.59 2.34   2.9 -0.385 17.72 18.06 01a58947o0534o
58947.534355  19.982  1.272    37   47 o  0   1.01 266.37407 -29.31596  5835.61  7609.48 2.82 2.55   6.3 -0.396 17.78 18.18 01a58947o0563o
58949.541943  19.449  1.408    60   85 o  0   0.91 266.37407 -29.31596   636.93  8848.38 2.55 1.78 -52.5 -0.488 18.10 18.51 02a58949o0593o
58949.545615 -18.999  0.999   -91   91 o  0   0.65 266.37407 -29.31596   656.39  8886.18 2.59 1.71 -55.1 -0.476 18.09 18.57 02a58949o0601o
58949.551911 -20.326  2.736   -27   74 o  0   1.52 266.37407 -29.31596   597.45  8808.93 2.68 1.88 -53.3 -0.441 18.06 18.55 02a58949o0614o
58949.562070  20.198  2.741    30   83 o  0   0.88 266.37407 -29.31596   576.30  8925.32 2.78 1.84 -53.9 -0.451 17.99 18.59 02a58949o0636o
58955.592485 -22.007  3.846    -6   22 o  0   0.79 266.37407 -29.31596  8006.89  1849.24 2.78 2.58 -13.2 -0.389 18.75 20.18 01a58955o0763o
58955.595744 -20.359  0.672   -26   18 o  0   1.05 266.37407 -29.31596  7990.31  1810.79 2.44 2.23 -16.3 -0.385 18.81 20.22 01a58955o0770o
58955.601378 -20.848  1.605   -17   27 o  0   0.67 266.37407 -29.31596  8041.15  1886.15 2.42 2.30 -36.5 -0.393 18.79 20.19 01a58955o0781o
58955.618044 -20.673  1.246   -20   24 o  0   0.81 266.37407 -29.31596  8063.58  1769.69 2.37 2.24 -38.0 -0.400 18.88 20.24 01a58955o0816o
58957.593522  21.542  3.311     9   29 o  0   0.51 266.37407 -29.31596  4476.00  8575.07 2.08 2.04 -69.2 -0.446 18.83 20.15 02a58957o0726o
58957.596749  20.291  1.341    28   37 o  0   0.55 266.37407 -29.31596  4493.27  8614.26 2.40 2.24  35.9 -0.433 18.68 20.05 02a58957o0733o
