###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59857.986428 -19.292  0.661   -70   46 o  0   2.87 266.37407 -29.31596  3044.68  4928.75 2.44 2.16  84.7 -0.388 17.65 17.81 04a59858o0003o
59857.989583  20.256  1.453    29   42 o  0   4.31 266.37407 -29.31596  3062.76  4966.17 2.54 2.23  85.0 -0.389 17.94 18.52 04a59858o0010o
59857.995092  19.898  0.965    40   38 o  0   1.02 266.37407 -29.31596  3004.08  4886.90 2.67 2.30  81.6 -0.382 18.13 19.03 04a59858o0022o
59858.005031 -21.637  3.966    -8   32 o  0   1.43 266.37407 -29.31596  2981.12  4995.93 2.46 2.18  79.1 -0.394 18.18 19.22 04a59858o0044o
59858.735192  18.720  1.013   118  120 o  0   3.58 266.37407 -29.31596  7355.02   999.76 2.53 2.24 -60.2 -0.442 16.83 16.57 03a59859o0003o
59858.740795  20.485  1.604    23   37 o  0   1.32 266.37407 -29.31596  7370.59  1036.37 2.52 2.25 -61.9 -0.432 18.03 18.38 03a59859o0015o
59858.756801  20.868  3.918    16   64 o  0   1.14 266.37407 -29.31596  7311.11   954.99 2.70 2.33 -62.1 -0.411 17.80 18.07 03a59859o0050o
59858.759537  20.690  2.828    19   54 o  0   1.41 266.37407 -29.31596  7286.70  1069.79 2.62 2.32 -49.2 -0.430 17.73 18.04 03a59859o0056o
59859.780476  21.055  2.577    14   35 o  0   0.79 266.37407 -29.31596  7356.21   999.21 2.47 2.24 -56.5 -0.442 18.50 19.15 03a59860o0104o
59859.784586 -21.235  2.807   -12   33 o  0   0.86 266.37407 -29.31596  7375.29  1038.44 2.34 2.17 -50.7 -0.454 18.49 19.13 03a59860o0113o
59859.791977  19.822  0.709    43   30 o  0   0.93 266.37407 -29.31596  7318.10   957.24 2.40 2.22 -44.7 -0.457 18.51 19.09 03a59860o0129o
59859.806121  20.701  2.215    19   42 o  0   0.61 266.37407 -29.31596  7296.70  1068.83 2.43 2.22 -56.1 -0.442 18.42 19.01 03a59860o0160o
59860.989697  19.809  1.573    43   68 o  0   0.88 266.37407 -29.31596  3035.75  4917.61 2.56 2.36  88.8 -0.390 17.52 17.62 04a59861o0028o
59860.992850  17.619  0.149   325   48 o  0   3.79 266.37407 -29.31596  3054.37  4954.21 2.57 2.23  87.2 -0.392 17.84 18.21 04a59861o0035o
59860.998358  13.807  0.003 10896   30 o  0 6130.03 266.37407 -29.31596  2994.33  4876.06 2.44 2.23  81.5 -0.396 18.07 18.80 04a59861o0047o
59861.015112  19.719  0.831    47   39 o  0   0.67 266.37407 -29.31596  2966.20  4988.11 2.43 2.17  81.9 -0.396 18.18 19.02 04a59861o0083o
59862.009185 -22.596 13.429    -3   45 o  0   0.94 266.37407 -29.31596  3030.75  4914.41 2.55 2.34  87.8 -0.397 18.00 18.79 04a59862o0048o
59862.012414 -19.359  0.637   -66   42 o  0   1.58 266.37407 -29.31596  3049.67  4952.10 2.66 2.45 -86.5 -0.398 17.97 18.77 04a59862o0055o
59862.022348  19.444  0.635    61   38 o  0   1.79 266.37407 -29.31596  2989.22  4872.70 2.56 2.34  87.1 -0.396 17.97 18.71 04a59862o0077o
59862.029643  18.620  0.342   129   44 o  0   1.21 266.37407 -29.31596  2966.37  4987.87 2.52 2.25  86.1 -0.399 17.96 18.65 04a59862o0093o
59865.008761 -21.844  3.765    -7   25 o  0   0.95 266.37407 -29.31596 10398.78  6889.30 2.94 2.46 -26.4 -0.416 18.53 19.94 04a59865o0065o
59865.011927 -20.884  1.506   -16   24 o  0   0.99 266.37407 -29.31596 10416.87  6928.43 2.94 2.51 -36.7 -0.417 18.52 19.99 04a59865o0072o
59865.014674 -20.512  1.657   -23   38 o  0   8.65 266.37407 -29.31596   576.54  6895.52 2.69 2.38  89.8 -0.377 18.09 20.34 04a59865o0078o
59865.017391  20.351  0.963    26   25 o  0   1.02 266.37407 -29.31596 10355.58  6849.34 2.72 2.35 -22.7 -0.459 18.59 20.08 04a59865o0084o
59865.017842 -20.740  1.826   -18   34 o  0   1.89 266.37407 -29.31596   593.82  6933.45 2.84 2.30  76.6 -0.377 18.18 20.34 04a59865o0085o
59865.023272  13.870  0.003 10279   29 o  0 5104.72 266.37407 -29.31596   532.45  6855.96 2.75 2.30  76.3 -0.387 18.26 20.38 04a59865o0097o
59865.028737 -20.399  1.127   -25   28 o  0   0.70 266.37407 -29.31596 10326.78  6963.63 2.94 2.46 -24.6 -0.413 18.56 20.09 04a59865o0109o
59865.034639  21.804  3.667     7   25 o  0   0.98 266.37407 -29.31596   504.97  6972.86 2.63 2.21  76.5 -0.382 18.27 20.33 04a59865o0122o
59870.001163 -20.013  0.662   -36   24 c  0   0.88 266.37407 -29.31596 10394.98  6887.00 3.43 2.78 -24.8 -0.350 18.81 20.17 04a59870o0041c
59870.005266  20.009  0.586    36   21 c  0   1.09 266.37407 -29.31596 10413.88  6927.15 3.32 2.79 -26.2 -0.371 18.86 20.41 04a59870o0050c
59870.011225  21.304  1.776    11   19 c  0   1.08 266.37407 -29.31596 10352.35  6848.04 3.17 2.69 -35.8 -0.384 18.96 20.50 04a59870o0063c
59870.018431  20.124  0.495    32   16 c  0   1.17 266.37407 -29.31596   570.18  6894.08 2.79 2.45  74.2 -0.358 18.71 20.67 04a59870o0079c
59870.021602 -21.672  2.487    -8   19 c  0   0.90 266.37407 -29.31596   587.25  6932.38 3.07 2.58  79.4 -0.357 18.73 20.64 04a59870o0086c
59870.022052 -21.700  2.727    -8   21 c  0   1.18 266.37407 -29.31596 10326.66  6965.09 3.31 2.68 -32.2 -0.365 18.97 20.52 04a59870o0087c
59870.027014  20.781  1.128    18   20 c  0   0.89 266.37407 -29.31596   527.28  6856.81 3.17 2.83  74.7 -0.353 18.56 20.71 04a59870o0098c
59870.036975 -21.881  2.933    -6   19 c  0   1.19 266.37407 -29.31596   500.83  6975.29 3.18 2.66  73.3 -0.338 18.66 20.63 04a59870o0120c
59873.016533  19.832  0.420    42   18 c  0   0.90 266.37407 -29.31596  8443.84  6945.49 3.02 2.53 -39.8 -0.374 18.91 20.33 04a59873o0069c
59873.019685  20.024  0.493    36   18 c  0   0.87 266.37407 -29.31596  8459.95  6984.34 2.83 2.42 -41.7 -0.380 18.98 20.33 04a59873o0076c
59873.025172 -21.603  2.500    -8   21 c  0   0.76 266.37407 -29.31596  8396.90  6904.80 2.78 2.38 -36.5 -0.386 18.96 20.30 04a59873o0088c
59873.036660 -20.805  1.271   -17   22 c  0   0.55 266.37407 -29.31596  8371.76  7025.25 2.84 2.40 -44.9 -0.379 18.94 20.33 04a59873o0113c
59875.767161  20.255  0.944    29   27 o  0   1.35 266.37407 -29.31596   869.42  3067.90 2.97 2.72 -69.7 -0.397 17.94 19.21 03a59876o0063o
59875.787473 -14.405  0.674 -6279 4235 o  0   2.70 266.37407 -29.31596   792.76  3101.89 2.97 2.65 -71.3 -0.396 17.47 19.29 03a59876o0107o
59878.001361  19.451  0.545    60   33 c  0   0.85 266.37407 -29.31596  8447.44  6943.60 3.66 3.21 -39.7 -0.326 18.20 19.51 04a59878o0028c
59878.004513  21.020  2.019    14   29 c  0   0.94 266.37407 -29.31596  8465.11  6983.21 3.56 3.14 -43.4 -0.333 18.43 19.87 04a59878o0035c
59878.012198  21.159  1.979    12   25 c  0   0.73 266.37407 -29.31596  8402.82  6906.02 3.46 3.04 -43.7 -0.337 18.69 20.22 04a59878o0052c
59878.022596 -22.045  3.300    -6   18 c  0   1.80 266.37407 -29.31596  8380.14  7023.87 3.49 3.10 -44.3 -0.346 18.66 20.27 04a59878o0075c
59878.795892 -19.536  0.461   -56   26 o  0   0.77 266.37407 -29.31596   856.03  3018.40 2.60 2.24 -73.0 -0.397 18.28 19.88 03a59879o0016o
59878.799104  19.402  0.602    63   38 o  0   2.57 266.37407 -29.31596   876.28  3059.06 2.58 2.26 -70.8 -0.421 18.23 19.87 03a59879o0023o
59878.806984 -21.910  6.189    -6   39 o  0   2.68 266.37407 -29.31596   821.74  2979.90 2.58 2.26 -70.9 -0.408 18.25 19.85 03a59879o0040o
59878.817095  16.466  0.040   941   38 o  0  21.91 266.37407 -29.31596   803.76  3092.03 2.91 2.52 -81.3 -0.386 18.11 19.79 03a59879o0062o
59883.755324 -18.576  0.577  -135   78 o  0   1.02 266.37407 -29.31596  8411.02  8967.22 3.36 2.76 -48.8 -0.381 17.37 17.48 03a59884o0025o
59883.758527  20.175  1.946    31   60 o  0   0.80 266.37407 -29.31596  8430.65  9006.36 3.15 2.59 -48.5 -0.384 17.71 17.99 03a59884o0032o
59883.764027  22.645 11.938     3   38 o  0   0.97 266.37407 -29.31596  8377.05  8923.76 3.01 2.54 -46.4 -0.383 18.01 18.50 03a59884o0044o
59889.008667 -21.043  4.627   -14   64 o  0   1.06 266.37407 -29.31596  2596.82  8734.29 3.03 2.24 -78.5 -0.385 17.42 17.56 04a59889o0022o
59889.017724 -20.487  1.836   -23   43 o  0   0.97 266.37407 -29.31596  2532.67  8661.70 2.92 2.16 -80.2 -0.376 17.94 18.36 04a59889o0042o
59889.028132 -20.695  1.664   -19   32 o  0   1.48 266.37407 -29.31596  2505.37  8785.45 2.98 2.15 -82.8 -0.370 17.99 18.43 04a59889o0065o
59894.009844 -18.255  0.695  -181  126 o  0   0.96 266.37407 -29.31596  2586.12  8743.09 3.62 3.08 -81.1 -0.306 16.87 17.05 04a59894o0029o
59894.014821 -18.577  0.528  -135   71 o  0   1.26 266.37407 -29.31596  2524.77  8668.72 3.70 3.02 -83.8 -0.320 17.44 17.89 04a59894o0040o
59894.024335 -20.225  1.433   -30   42 o  0   1.52 266.37407 -29.31596  2499.85  8791.57 3.74 3.14 -79.5 -0.328 17.88 18.76 04a59894o0061o
59987.342158 -20.019  1.122   -36   40 o  0   5.01 266.37407 -29.31596  6145.37  1977.84 2.06 1.94 -72.2 -0.461 18.16 18.58 04a59987o0695o
59987.345333 -20.395  1.318   -25   33 o  0   7.64 266.37407 -29.31596  6126.24  1939.39 2.11 1.99 -87.9 -0.462 18.18 18.61 04a59987o0702o
59987.358425 -19.807  0.828   -43   36 o  0   2.00 266.37407 -29.31596  6178.24  2018.89 2.07 1.99 -69.0 -0.443 18.26 18.75 04a59987o0729o
59987.371249  24.380 65.250     1   42 o  0   1.66 266.37407 -29.31596  6192.81  1904.34 2.33 2.14 -80.1 -0.454 18.23 18.80 04a59987o0756o
59995.361258  23.186 11.778     2   23 c  0   0.84 266.37407 -29.31596  7792.56  7574.24 2.65 2.27 -63.7 -0.409 18.86 20.64 04a59995o0732c
59995.367823  20.144  0.557    32   18 c  0   1.15 266.37407 -29.31596  7772.52  7536.65 2.87 2.36 -63.2 -0.390 18.82 21.28 04a59995o0744c
59995.380021 -20.413  0.688   -25   17 c  0   0.72 266.37407 -29.31596  7829.68  7616.20 2.64 2.18 -64.5 -0.409 19.00 21.40 04a59995o0771c
59995.385436 -20.153  0.571   -32   18 c  0   0.76 266.37407 -29.31596  7849.18  7500.15 2.63 2.20 -66.1 -0.409 18.92 21.20 04a59995o0783c
59995.393569  22.098  5.486     5   29 c  0   0.75 266.37407 -29.31596  7808.71  7560.68 2.42 2.03 -64.3 -0.420 18.54 19.87 04a59995o0801c
60002.092229  21.358  2.246    10   23 o  0   0.72 266.37407 -29.31596  2109.85  1198.37 2.56 2.40 -58.4 -0.426 18.80 20.27 03a60002o0196o
60002.118371 -21.566  2.509    -9   22 o  0   0.95 266.37407 -29.31596  2108.97  1178.11 2.54 2.38 -61.8 -0.432 18.79 20.28 03a60002o0242o
60002.121341  20.775  1.149    18   20 o  0   1.26 266.37407 -29.31596  2168.49  1261.73 2.57 2.38 -64.9 -0.422 18.75 20.23 03a60002o0248o
60002.129282  19.735  0.531    46   25 o  0   0.92 266.37407 -29.31596  2195.48  1153.87 2.81 2.63 -75.6 -0.395 18.71 20.03 03a60002o0265o
60011.339292  19.527  0.471    56   26 o  0   1.12 266.37407 -29.31596  1749.02  7403.21 2.31 1.92 -80.6 -0.401 18.42 18.86 04a60011o0730o
60011.342897 -22.195  7.543    -5   36 o  0   0.60 266.37407 -29.31596  1729.50  7364.47 2.45 1.96 -80.7 -0.387 18.34 18.89 04a60011o0738o
60011.348853  20.009  0.840    36   30 o  0   6.29 266.37407 -29.31596  1790.43  7443.11 2.46 2.10 -78.8 -0.390 18.34 18.89 04a60011o0751o
60011.354314  22.972 13.294     2   31 o  0   0.99 266.37407 -29.31596  1810.49  7327.28 2.42 2.01 -84.0 -0.388 18.36 18.94 04a60011o0763o
60011.405172  19.864  0.929    41   38 o  0   1.36 266.37407 -29.31596  1789.16  7388.14 2.39 1.82 -88.8 -0.383 18.20 18.25 04a60011o0862o
60014.100503  19.342  0.432    67   29 o  0   0.67 266.37407 -29.31596   135.84  1599.01 2.60 2.32 -65.8 -0.416 18.65 19.57 03a60014o0782o
60014.100954 -20.520  1.340   -22   30 o  0   0.59 266.37407 -29.31596  9963.03  1805.03 2.51 2.27 -42.9 -0.414 18.48 19.62 03a60014o0783o
60014.103668  19.807  0.505    43   22 o  0   1.40 266.37407 -29.31596   116.95  1558.82 2.61 2.33 -65.9 -0.418 18.60 19.57 03a60014o0789o
60014.104572  20.744  1.488    18   27 o  0   0.96 266.37407 -29.31596  9945.35  1766.48 2.46 2.23 -38.6 -0.438 18.41 19.64 03a60014o0791o
60014.122021 -23.689 25.200    -1   31 o  0   1.00 266.37407 -29.31596   179.87  1634.09 2.36 2.03 -65.5 -0.429 18.71 19.67 03a60014o0826o
60014.122473  19.652  0.354    50   18 o  0   2.66 266.37407 -29.31596 10006.48  1841.45 2.32 2.12 -43.4 -0.433 18.54 19.69 03a60014o0827o
60014.132547  22.787  9.143     3   26 o  0   0.99 266.37407 -29.31596   200.12  1516.86 2.46 2.17 -66.9 -0.415 18.65 19.66 03a60014o0846o
60014.132998  19.925  0.616    39   24 o  0   0.98 266.37407 -29.31596 10028.26  1725.43 2.30 2.13 -40.8 -0.453 18.61 19.73 03a60014o0847o
60015.373936 -21.466  3.545    -9   33 o  0   1.10 266.37407 -29.31596  1751.02  7409.06 2.61 2.26  88.0 -0.377 18.34 18.90 04a60015o0827o
60015.376190 -20.890  1.961   -16   31 o  0   0.92 266.37407 -29.31596  1733.64  7369.69 2.55 2.08 -81.4 -0.389 18.35 18.91 04a60015o0832o
60015.379794 -19.200  1.102   -76   84 o  0   0.42 266.37407 -29.31596  1793.99  7448.22 2.43 1.98 -82.8 -0.391 18.43 18.92 04a60015o0840o
60015.391414 -21.151  2.600   -13   33 o  0   0.89 266.37407 -29.31596  1820.73  7332.73 2.46 1.96 -86.2 -0.385 18.44 18.97 04a60015o0862o
60015.402207 -19.421  0.390   -62   24 o  0   0.90 266.37407 -29.31596  1789.51  7389.66 2.35 1.89 -87.7 -0.391 18.49 19.03 04a60015o0883o
60019.372743 -20.456  1.411   -24   34 o  0   0.56 266.37407 -29.31596  8154.74  3808.76 2.13 1.96 -37.9 -0.431 18.41 19.90 04a60019o0822o
60019.376351 -20.076  0.931   -34   32 o  0   0.95 266.37407 -29.31596  8136.96  3770.52 2.14 1.96 -35.7 -0.429 18.41 19.85 04a60019o0830o
60019.389893 -19.522  0.688   -56   39 o  0   0.61 266.37407 -29.31596  8203.94  3847.70 2.16 1.96 -35.2 -0.433 18.37 19.66 04a60019o0855o
60019.393074  20.701  1.987    19   38 o  0   0.38 266.37407 -29.31596  8223.78  3732.03 2.13 1.93 -30.9 -0.412 18.43 19.66 04a60019o0862o
60022.113125  16.499  0.314   913  287 c  0   2.31 266.37407 -29.31596  6138.97  1988.13 2.30 2.13 -52.4 -0.423 16.49 17.98 03a60022o0817c
60022.120301  20.497  0.862    23   20 c  0   0.55 266.37407 -29.31596  6121.88  1950.56 2.28 2.13 -49.1 -0.437 19.05 20.67 03a60022o0830c
60022.123910 -21.493  4.588    -9   42 c  0   1.30 266.37407 -29.31596  6177.70  2028.20 2.33 2.16 -49.7 -0.423 17.94 19.44 03a60022o0838c
60022.134860 -17.633  2.476  -321  795 c  0   1.15 266.37407 -29.31596  6202.57  1913.86 2.42 2.30 -44.5 -0.407 15.20 16.73 03a60022o0862c
60023.371322 -23.457 13.417    -2   20 o  0   0.70 266.37407 -29.31596  8161.72  3810.14 2.14 1.92 -31.3 -0.441 18.78 20.77 04a60023o0830o
60023.373574 -20.263  0.647   -28   18 o  0   0.83 266.37407 -29.31596  8143.53  3771.74 2.11 1.92 -33.1 -0.440 18.87 20.78 04a60023o0835o
60023.378727  21.920  2.824     6   18 o  0   1.03 266.37407 -29.31596  8205.49  3848.39 2.12 1.89 -28.1 -0.438 18.81 20.79 04a60023o0843o
60023.390014  23.535 15.727     1   22 o  0   0.74 266.37407 -29.31596  8233.22  3731.18 2.18 1.93 -31.3 -0.438 18.75 20.79 04a60023o0867o
60026.078537  23.409 20.667     2   32 c  0   0.59 266.37407 -29.31596  4177.37  3150.78 2.37 2.24 -54.4 -0.406 18.69 20.24 03a60026o0719c
60026.081826 -19.957  1.696   -38   64 c  0   0.54 266.37407 -29.31596  4160.81  3115.68 2.37 2.23 -46.7 -0.400 17.89 19.42 03a60026o0726c
60026.091997  20.536  1.839    22   41 c  0   0.98 266.37407 -29.31596  4224.98  3209.21 2.36 2.25 -58.9 -0.400 18.34 19.93 03a60026o0746c
60026.102134  20.967  0.890    15   13 c  0   0.79 266.37407 -29.31596  4255.12  3108.15 2.56 2.36 -19.7 -0.412 19.35 21.12 03a60026o0766c
60027.300975  23.696 17.125     1   21 o  0   0.84 266.37407 -29.31596  3293.56  9652.75 2.71 1.91 -81.2 -0.408 18.84 20.32 04a60027o0661o
60027.317205  20.567  1.094    22   24 o  0   0.64 266.37407 -29.31596  3274.15  9616.55 2.56 1.77 -79.1 -0.428 18.83 20.34 04a60027o0693o
60027.328072 -20.850  1.359   -17   23 o  0   0.59 266.37407 -29.31596  3338.57  9695.99 2.56 1.76 -77.1 -0.435 18.90 20.38 04a60027o0714o
60027.331031  20.645  1.209    20   24 o  0   0.65 266.37407 -29.31596  3358.88  9578.31 2.58 1.79 -78.3 -0.426 18.93 20.38 04a60027o0720o
60031.347937  21.677  3.313     8   26 o  0   1.04 266.37407 -29.31596  3313.49  9658.75 2.52 1.76 -82.1 -0.443 18.84 20.31 04a60031o0763o
60031.350692  21.265  1.952    11   22 o  0   1.09 266.37407 -29.31596  3295.06  9619.33 2.54 1.73 -81.5 -0.429 18.87 20.27 04a60031o0769o
60031.359162  20.985  2.545    15   37 o  0   0.28 266.37407 -29.31596  3359.36  9699.23 2.54 1.71 -78.8 -0.439 18.92 20.24 04a60031o0785o
60031.367029 -20.203  0.896   -30   27 o  0   0.72 266.37407 -29.31596  3384.37  9582.55 2.60 1.81 -79.8 -0.426 18.88 20.21 04a60031o0802o
60034.064707  19.670  0.390    49   19 c  0   0.98 266.37407 -29.31596  4089.25  3497.83 3.66 3.39 -62.5 -0.345 18.88 20.67 03a60034o0695c
60034.067486  21.049  1.047    14   14 c  0   0.97 266.37407 -29.31596  4070.42  3459.20 2.72 2.49 -54.3 -0.391 19.21 20.70 03a60034o0701c
60034.070349  20.416  0.792    25   20 c  0   0.81 266.37407 -29.31596  4126.58  3536.82 3.43 3.13 -67.1 -0.364 18.95 20.67 03a60034o0707c
60034.082048 -22.201  2.914    -5   14 c  0   1.09 266.37407 -29.31596  4147.48  3420.06 2.53 2.26 -54.7 -0.394 19.23 20.49 03a60034o0731c
60036.094258  20.614  1.000    21   21 o  0   1.08 266.37407 -29.31596  4083.87  3492.64 2.09 1.93 -65.1 -0.497 19.04 20.52 03a60036o0795o
60036.096538  19.804  0.443    44   19 o  0   1.11 266.37407 -29.31596  4066.47  3452.96 2.10 1.96 -62.1 -0.501 19.01 20.52 03a60036o0800o
60036.102769  21.915  3.593     6   22 o  0   1.43 266.37407 -29.31596  4124.34  3532.51 2.10 1.96 -54.7 -0.505 19.00 20.52 03a60036o0813o
60036.109722  20.548  1.119    22   24 o  0   0.70 266.37407 -29.31596  4147.32  3416.99 2.09 1.94 -60.2 -0.498 19.10 20.53 03a60036o0828o
60037.310798 -21.469  5.493    -9   52 o  0   0.35 266.37407 -29.31596  5285.04  9558.32 2.31 1.68 -77.9 -0.464 18.60 20.19 04a60037o0699o
60037.312616  22.449  8.815     4   34 o  0   0.65 266.37407 -29.31596  5266.21  9519.22 2.38 1.68 -79.5 -0.462 18.62 20.23 04a60037o0703o
60037.317943 -19.693  0.713   -48   34 o  0   0.67 266.37407 -29.31596  5327.37  9597.93 2.46 1.70 -80.2 -0.447 18.67 20.31 04a60037o0713o
60037.326225 -20.953  1.907   -15   29 o  0   1.08 266.37407 -29.31596  5351.01  9481.92 2.40 1.69 -80.9 -0.453 18.71 20.48 04a60037o0730o
60039.056236  19.805  0.625    43   27 o  0   0.89 266.37407 -29.31596  1482.53  5343.27 2.14 1.93 -56.9 -0.487 18.81 19.57 03a60039o0705o
60039.058076  20.168  0.857    31   27 o  0   1.17 266.37407 -29.31596  1464.19  5303.00 2.13 1.94 -55.8 -0.481 18.84 19.57 03a60039o0709o
60039.062223 -22.103  4.170    -5   22 o  0   1.24 266.37407 -29.31596  1520.59  5382.14 2.15 1.93 -61.8 -0.487 18.81 19.58 03a60039o0717o
60039.067539 -20.744  2.243   -18   41 o  0   0.40 266.37407 -29.31596  1548.29  5263.14 2.15 1.87 -61.7 -0.488 18.80 19.61 03a60039o0726o
60040.286749 -19.912  1.151   -39   45 o  0   2.29 266.37407 -29.31596  3934.68  1612.42 1.91 1.77  55.1 -0.488 18.21 18.77 04a60040o0677o
60040.288596 -21.744  5.844    -7   43 o  0   1.23 266.37407 -29.31596  3916.06  1573.45 1.91 1.79  52.7 -0.492 18.28 18.77 04a60040o0681o
60040.291525 -19.631  0.914   -51   47 o  0   1.06 266.37407 -29.31596  3976.31  1650.23 1.93 1.80  57.6 -0.491 18.23 18.81 04a60040o0687o
60040.301970 -19.214  0.505   -75   38 o  0   1.39 266.37407 -29.31596  3995.61  1536.79 1.94 1.83  54.5 -0.491 18.32 18.81 04a60040o0707o
60042.056334  16.660  0.455   787  358 o  0   2.18 266.37407 -29.31596  9073.00  9367.06 3.05 2.30 -43.2 -0.412 16.31 16.24 03a60042o0323o
60042.058200  16.131  0.237  1281  304 o  0   4.11 266.37407 -29.31596  9053.63  9328.11 3.19 2.38 -42.7 -0.417 16.11 15.72 03a60042o0327o
60042.062922  17.039  1.065   555  591 o  0   1.06 266.37407 -29.31596  9113.65  9405.71 2.94 2.27 -40.5 -0.422 15.53 15.06 03a60042o0337o
60042.068655 -17.408  1.282  -395  507 o  0   0.97 266.37407 -29.31596  9137.26  9287.19 2.96 2.24 -41.9 -0.416 15.34 14.78 03a60042o0349o
60043.273712  23.598 58.250     1   77 o  0   1.37 266.37407 -29.31596  9248.31  9309.20 2.19 1.83 -77.4 -0.581 17.71 18.61 04a60043o0652o
60043.275547 -18.673  0.551  -123   68 o  0   0.75 266.37407 -29.31596  9227.06  9271.71 2.19 2.05  89.6 -0.483 17.85 18.63 04a60043o0656o
60043.278441  19.457  1.194    60   72 o  0   0.68 266.37407 -29.31596  9289.04  9349.50 2.19 2.04 -87.4 -0.493 17.81 18.64 04a60043o0662o
60043.283614  19.239  0.790    73   58 o  0   1.18 266.37407 -29.31596  9309.52  9231.61 2.20 1.98 -77.5 -0.506 17.82 18.70 04a60043o0673o
60049.291518  20.822  1.014    17   17 o  0   0.89 266.37407 -29.31596  6235.68  3935.28 2.06 1.97 -47.8 -0.438 18.87 20.45 04a60049o0674o
60049.293505 -20.679  1.014   -19   20 o  0   0.73 266.37407 -29.31596  6217.99  3896.76 2.28 2.15 -74.6 -0.426 18.79 20.43 04a60049o0678o
60049.296704 -21.998  3.340    -6   19 o  0   0.61 266.37407 -29.31596  6275.89  3973.87 2.04 1.95 -57.7 -0.444 18.86 20.46 04a60049o0685o
60049.330042 -21.388  2.257   -10   23 o  0   0.77 266.37407 -29.31596  6316.55  3858.49 2.32 2.23 -78.2 -0.423 18.76 20.40 04a60049o0753o
60049.421792  19.585  0.618    53   33 o  0   1.17 266.37407 -29.31596  4458.85  6679.03 2.31 1.86 -83.1 -0.411 18.15 18.92 04a60049o0940o
60051.033855  20.005  0.909    36   33 o  0   0.61 266.37407 -29.31596  1117.37  9598.79 2.63 2.29 -55.3 -0.467 19.06 20.67 03a60051o0669o
60051.035823 -20.006  0.855   -36   31 o  0   0.75 266.37407 -29.31596  1099.68  9557.40 2.60 2.35 -39.7 -0.469 19.11 20.61 03a60051o0673o
60051.051777 -20.849  1.510   -17   25 o  0   0.94 266.37407 -29.31596  1159.71  9633.26 2.69 2.29 -40.9 -0.468 19.10 20.49 03a60051o0704o
60051.055272  21.807  3.872     7   27 o  0   0.60 266.37407 -29.31596  1182.78  9517.02 2.54 2.21 -45.6 -0.476 19.13 20.48 03a60051o0711o
60052.306595  21.821  2.786     7   19 c  0   0.58 266.37407 -29.31596  9601.76  5524.22 2.68 2.13 -21.4 -0.415 18.94 21.12 04a60052o0689c
60052.309638 -20.161  0.513   -31   16 c  0   0.72 266.37407 -29.31596  9584.61  5485.20 2.74 2.22 -22.0 -0.392 18.95 21.10 04a60052o0695c
60052.315041  20.664  0.768    20   15 c  0   0.82 266.37407 -29.31596  9646.70  5562.55 2.65 2.13 -21.8 -0.405 18.85 21.10 04a60052o0706c
60052.321554 -22.538  4.955    -4   17 c  0   0.66 266.37407 -29.31596  9668.91  5446.52 2.65 2.13 -19.8 -0.413 18.92 21.09 04a60052o0720c
60054.059301  19.906  0.536    40   21 o  0   0.79 266.37407 -29.31596  7080.17  9440.79 3.11 2.42 -16.9 -0.402 18.64 20.56 03a60054o0648o
60054.061031  20.197  0.655    30   20 o  0   1.24 266.37407 -29.31596  7061.75  9401.06 3.28 2.47 -12.1 -0.385 18.60 20.57 03a60054o0651o
60054.064512  19.806  0.514    43   22 o  0   0.71 266.37407 -29.31596  7119.82  9480.44 3.14 2.46 -17.9 -0.400 18.66 20.64 03a60054o0657o
60054.069744  14.462  0.004  5960   25 o  0 1996.02 266.37407 -29.31596  7143.31  9363.24 3.10 2.41 -19.6 -0.403 18.73 20.66 03a60054o0666o
60058.278928  21.025  1.576    14   22 c  0   0.46 266.37407 -29.31596   115.19  1746.94 2.96 1.87  43.6 -0.394 19.31 20.94 04a60058o0683c
60058.280996  17.561  0.075   343   26 c  0   9.72 266.37407 -29.31596    96.74  1707.87 3.11 1.83  41.7 -0.377 19.32 20.95 04a60058o0687c
60058.283796 -22.629  4.095    -3   13 c  0   1.08 266.37407 -29.31596   158.40  1788.68 2.99 1.86  41.4 -0.389 19.32 20.98 04a60058o0693c
60058.286981  20.124  0.529    32   17 c  0   1.34 266.37407 -29.31596  9963.10  1721.45 3.27 2.26 -27.2 -0.367 19.10 21.54 04a60058o0700c
60058.289794  23.904 17.400     1   17 c  0   0.97 266.37407 -29.31596  9945.20  1683.85 3.20 2.23 -28.3 -0.369 19.09 21.57 04a60058o0706c
60058.292069  21.015  1.161    14   17 c  0   0.73 266.37407 -29.31596   181.70  1672.61 3.26 1.85  42.4 -0.374 19.30 20.99 04a60058o0711c
60058.294385  19.945  0.439    38   17 c  0   0.70 266.37407 -29.31596 10006.87  1759.02 3.10 2.21 -26.4 -0.383 19.08 21.57 04a60058o0715c
60058.299440  21.752  2.816     7   20 c  0   1.30 266.37407 -29.31596 10028.98  1641.63 3.09 2.15 -27.1 -0.389 19.10 21.57 04a60058o0726c
60060.030741  24.099 22.667     1   19 o  0   1.13 266.37407 -29.31596  6131.49  1982.90 2.21 2.13 -32.3 -0.492 19.11 20.64 03a60060o0662o
